id,family,angle_deg,length_px,length_cm,x,y,width,height
F2-133,F2,159.5,224,22.4,4,610,106,54
F2-134,F2,140.3,33,3.3,967,612,16,16
F2-135,F2,141.8,117,11.7,415,619,81,61
F2-136,F2,135.4,164,16.4,809,627,73,62
F2-139,F2,109.5,138,13.8,924,633,42,87
F1-78,F1,61.3,110,11.0,570,636,37,54
F2-141,F2,162.0,63,6.3,642,644,44,20
F2-143,F2,97.7,32,3.2,341,649,13,25
F2-144,F2,164.1,79,7.9,49,650,38,17
F2-145,F2,129.6,33,3.3,99,650,14,17
F2-146,F2,160.0,93,9.3,880,650,52,20
F2-148,F2,113.8,65,6.5,131,657,37,34
F2-149,F2,145.9,51,5.1,305,662,32,22
F2-150,F2,143.7,47,4.7,549,662,20,17
F1-80,F1,25.7,150,15.0,635,665,55,45
F2-151,F2,147.2,153,15.3,153,666,53,56
F2-152,F2,139.2,189,18.9,30,671,92,82
F1-81,F1,67.2,126,12.6,353,679,34,44
F2-153,F2,118.0,170,17.0,691,681,58,57
F1-82,F1,17.0,45,4.5,20,683,28,15
F1-83,F1,36.8,40,4.0,608,682,25,22
FV-10,FV,92.3,181,18.1,387,691,51,52
F1-84,F1,47.9,46,4.6,600,691,24,25
F2-156,F2,95.7,130,13.0,960,693,24,50
F1-86,F1,56.8,296,29.6,0,695,80,100
F2-157,F2,120.3,31,3.1,270,698,13,20
F2-158,F2,119.4,42,4.2,286,703,27,27
F1-87,F1,18.1,99,9.9,723,706,40,24
F1-88,F1,28.8,33,3.3,833,708,20,12
F2-159,F2,140.0,37,3.7,121,710,29,25
F2-160,F2,120.7,37,3.7,684,711,15,22
F1-90,F1,25.7,217,21.7,767,711,73,49
F1-91,F1,24.5,560,56.0,512,714,111,86
F2-163,F2,99.5,45,4.5,654,715,20,22
F1-92,F1,25.2,30,3.0,622,717,23,12
F1-94,F1,64.6,31,3.1,818,722,13,19
F2-165,F2,156.9,193,19.3,299,725,59,42
F1-95,F1,42.5,203,20.3,706,728,58,61
F1-96,F1,44.7,178,17.8,460,732,48,49
F1-97,F1,80.5,49,4.9,357,734,19,31
F1-98,F1,48.3,41,4.1,48,737,19,17
F2-166,F2,146.2,34,3.4,93,736,25,18
F1-99,F1,68.2,86,8.6,960,739,21,33
F1-100,F1,76.3,65,6.5,242,748,23,38
F2-168,F2,153.7,111,11.1,317,759,36,36
F1-101,F1,25.1,133,13.3,147,765,59,35
F1-103,F1,26.8,68,6.8,412,769,35,31
F1-104,F1,49.7,31,3.1,443,771,16,20
F1-105,F1,81.8,57,5.7,542,773,18,27
F1-106,F1,46.1,57,5.7,286,776,31,24
F1-107,F1,21.4,61,6.1,711,776,32,24
F1-108,F1,74.2,30,3.0,507,779,13,21
