id,family,angle_deg,length_px,length_cm,x,y,width,height
F2-88,F2,104.9,174,17.4,404,597,47,75
F2-89,F2,122.1,100,10.0,172,598,39,46
F1-55,F1,65.2,105,10.5,528,598,34,43
F2-90,F2,143.2,297,29.7,180,611,82,72
F2-91,F2,106.6,79,7.9,59,613,23,36
F2-92,F2,145.6,184,18.4,71,615,79,57
F1-56,F1,78.6,45,4.5,752,617,23,31
F2-93,F2,142.6,298,29.8,240,627,63,62
F1-58,F1,37.7,276,27.6,286,636,71,62
F2-94,F2,143.3,31,3.1,36,641,23,19
F2-95,F2,130.4,196,19.6,117,640,54,49
F2-96,F2,120.0,131,13.1,0,660,35,41
F1-59,F1,43.3,42,4.2,157,663,30,27
FV-23,FV,90.0,34,3.4,443,663,13,26
F2-97,F2,163.2,53,5.3,32,665,38,17
F1-60,F1,25.2,53,5.3,402,667,20,18
F1-61,F1,75.6,53,5.3,389,670,13,34
F1-62,F1,44.9,95,9.5,226,673,28,35
F2-98,F2,122.7,78,7.8,810,673,46,52
F1-63,F1,73.8,256,25.6,399,678,57,61
F1-64,F1,76.1,39,3.9,272,680,17,17
F2-100,F2,133.7,116,11.6,835,724,50,42
F2-101,F2,133.9,63,6.3,604,731,38,31
F2-103,F2,148.8,131,13.1,529,735,54,33
F2-105,F2,159.3,31,3.1,65,746,21,11
F1-68,F1,15.8,42,4.2,0,779,28,9
F1-69,F1,15.3,57,5.7,104,780,38,14
