id,family,angle_deg,length_px,length_cm,x,y,width,height
F1-91,F1,84.2,89,8.9,367,504,25,55
F2-106,F2,143.5,44,4.4,9,511,30,25
F2-107,F2,158.9,30,3.0,70,511,19,9
F2-108,F2,147.7,277,27.7,370,510,143,88
F2-109,F2,156.7,65,6.5,657,512,32,19
F2-110,F2,159.8,42,4.2,333,521,19,19
F2-111,F2,119.8,110,11.0,660,521,53,65
F1-95,F1,82.4,79,7.9,771,529,19,44
F2-114,F2,146.2,143,14.3,61,533,75,59
F2-115,F2,161.3,64,6.4,23,535,38,25
F1-99,F1,27.1,37,3.7,714,559,20,14
F1-101,F1,18.7,35,3.5,450,566,18,16
F1-102,F1,30.8,77,7.7,478,566,42,31
F2-117,F2,142.2,109,10.9,572,571,81,60
F1-103,F1,62.9,155,15.5,747,572,43,55
F2-118,F2,132.3,92,9.2,287,576,33,37
F1-106,F1,19.8,62,6.2,0,579,42,15
F2-119,F2,158.4,139,13.9,641,587,53,47
F1-108,F1,60.9,168,16.8,382,599,54,103
F1-110,F1,23.1,34,3.4,688,605,20,15
F2-122,F2,139.2,34,3.4,207,609,27,20
F2-123,F2,132.2,230,23.0,207,610,83,84
F1-112,F1,16.0,36,3.6,14,620,21,9
F1-114,F1,17.5,32,3.2,616,625,12,11
F1-115,F1,21.9,40,4.0,446,626,23,17
F2-125,F2,163.5,68,6.8,483,630,46,29
FV-18,FV,91.1,69,6.9,659,635,11,50
F2-126,F2,103.8,115,11.5,692,636,31,61
F1-116,F1,71.8,159,15.9,748,636,40,58
F2-128,F2,134.6,138,13.8,468,645,85,88
F1-118,F1,52.9,95,9.5,444,653,32,41
F1-120,F1,21.8,142,14.2,285,666,70,49
F1-122,F1,70.7,55,5.5,659,686,15,39
F1-123,F1,25.8,51,5.1,255,698,30,21
F2-131,F2,144.0,86,8.6,698,698,67,46
F1-124,F1,28.5,34,3.4,112,700,19,15
F2-132,F2,139.6,45,4.5,382,700,31,24
FV-20,FV,94.4,59,5.9,779,700,8,48
F2-133,F2,134.0,197,19.7,98,718,79,82
F2-135,F2,141.0,108,10.8,388,728,67,56
F2-136,F2,140.1,69,6.9,546,729,27,29
F2-137,F2,145.8,74,7.4,639,733,48,36
F1-129,F1,79.7,99,9.9,455,737,23,48
F2-139,F2,139.6,107,10.7,350,742,50,41
F1-130,F1,30.0,35,3.5,730,742,23,18
F1-132,F1,71.2,69,6.9,714,747,18,53
F2-141,F2,139.8,37,3.7,87,755,26,20
F1-134,F1,71.0,32,3.2,497,757,10,23
F1-135,F1,70.2,52,5.2,178,760,16,40
F2-143,F2,141.6,77,7.7,587,761,47,39
F1-137,F1,60.4,80,8.0,313,763,30,37
F2-149,F2,124.5,34,3.4,442,784,15,16
