id,family,angle_deg,length_px,length_cm,x,y,width,height
F1-57,F1,35.5,121,12.1,259,512,42,31
F2-104,F2,141.8,84,8.4,330,512,37,35
F1-58,F1,48.8,64,6.4,542,513,37,48
F1-59,F1,17.9,63,6.3,49,516,37,16
F2-106,F2,156.5,221,22.1,274,525,88,59
F1-60,F1,62.3,256,25.6,383,525,81,88
F2-107,F2,136.8,41,4.1,680,526,20,17
F2-108,F2,138.5,68,6.8,792,526,30,22
F2-109,F2,151.7,159,15.9,838,529,106,63
F2-110,F2,145.6,31,3.1,465,534,19,13
F1-61,F1,68.3,43,4.3,99,542,20,29
F1-63,F1,23.0,260,26.0,134,560,93,50
F1-64,F1,56.8,47,4.7,902,561,22,33
F1-65,F1,55.1,133,13.3,51,566,54,56
F2-112,F2,102.5,88,8.8,345,566,33,57
FV-09,FV,93.7,30,3.0,96,572,11,19
F2-113,F2,155.8,68,6.8,745,582,58,28
F1-66,F1,41.9,31,3.1,811,582,19,15
F2-115,F2,143.4,134,13.4,441,584,98,80
F2-116,F2,159.2,68,6.8,637,592,48,30
FV-10,FV,86.7,236,23.6,0,599,60,92
F2-117,F2,148.9,67,6.7,895,605,42,29
F1-69,F1,69.8,35,3.5,991,607,9,29
F2-118,F2,162.2,34,3.4,567,611,25,13
F2-119,F2,130.3,246,24.6,637,610,107,100
F2-120,F2,124.1,59,5.9,781,610,23,18
F1-70,F1,56.0,47,4.7,123,618,24,35
F1-71,F1,64.1,145,14.5,584,618,43,65
F2-122,F2,136.4,172,17.2,52,621,56,47
F1-73,F1,23.4,37,3.7,404,631,24,15
F1-74,F1,17.9,72,7.2,491,633,42,22
F2-123,F2,125.2,70,7.0,264,635,33,30
F1-76,F1,77.1,53,5.3,544,634,13,43
F2-124,F2,107.6,88,8.8,944,640,38,46
F2-126,F2,164.3,63,6.3,901,648,39,14
F1-78,F1,57.2,98,9.8,338,652,33,37
F2-127,F2,145.5,143,14.3,155,657,52,51
FV-12,FV,89.8,182,18.2,811,657,46,74
F2-128,F2,142.0,109,10.9,271,661,72,59
F2-129,F2,148.7,47,4.7,554,661,28,19
F2-130,F2,152.5,42,4.2,110,662,31,18
F2-132,F2,139.5,48,4.8,524,678,29,24
F2-133,F2,150.6,68,6.8,60,680,49,30
F1-81,F1,55.2,271,27.1,723,683,67,73
F1-82,F1,19.9,35,3.5,839,682,22,10
FV-13,FV,89.8,47,4.7,602,685,14,32
F1-83,F1,54.0,72,7.2,617,685,32,34
F2-135,F2,159.5,107,10.7,886,686,59,39
F1-84,F1,25.7,57,5.7,963,695,22,24
F1-85,F1,69.9,63,6.3,852,701,33,29
F1-86,F1,52.3,47,4.7,190,702,23,27
F2-136,F2,151.6,106,10.6,683,705,39,30
F2-137,F2,100.4,101,10.1,0,707,29,39
F2-138,F2,148.8,446,44.6,319,706,132,94
F2-139,F2,142.2,38,3.8,127,709,28,24
F2-140,F2,146.9,40,4.0,31,710,28,19
F2-141,F2,147.2,32,3.2,609,710,17,12
F2-142,F2,132.8,47,4.7,79,713,24,24
F1-87,F1,24.7,46,4.6,332,714,30,19
F2-144,F2,140.5,247,24.7,489,715,70,67
FV-14,FV,89.1,245,24.5,622,716,64,84
F1-88,F1,80.9,166,16.6,564,720,46,59
F1-89,F1,42.7,222,22.2,821,724,61,56
F1-90,F1,25.1,49,4.9,672,729,22,22
F1-91,F1,71.3,246,24.6,17,730,53,67
F1-92,F1,61.7,335,33.5,696,730,67,70
F1-93,F1,17.9,75,7.5,791,731,33,22
F1-94,F1,68.4,51,5.1,359,737,18,29
F2-146,F2,137.0,133,13.3,530,740,60,55
F2-147,F2,145.7,55,5.5,875,745,26,20
F2-148,F2,139.8,33,3.3,611,749,24,19
F2-149,F2,105.7,94,9.4,71,751,32,46
F2-150,F2,146.0,57,5.7,524,777,28,23
F1-95,F1,35.6,40,4.0,617,776,18,16
F2-151,F2,140.5,59,5.9,209,778,30,22
F2-152,F2,161.0,49,4.9,387,780,29,20
F2-153,F2,163.6,37,3.7,177,786,25,11
