id,family,angle_deg,length_px,length_cm,x,y,width,height
FV-31,FV,85.5,63,6.3,868,451,8,44
F1-51,F1,63.5,63,6.3,763,454,30,35
F2-80,F2,137.3,152,15.2,751,463,76,73
FV-32,FV,85.5,35,3.5,841,464,16,27
F2-81,F2,163.2,61,6.1,327,469,45,14
F2-82,F2,148.5,154,15.4,831,471,92,62
F1-53,F1,22.2,151,15.1,924,472,67,56
F2-83,F2,150.5,83,8.3,524,475,37,18
F1-56,F1,67.6,38,3.8,891,502,11,27
F1-57,F1,28.1,31,3.1,264,507,17,16
F2-85,F2,127.4,184,18.4,578,507,53,50
F1-58,F1,54.5,74,7.4,682,514,31,41
FV-33,FV,88.4,47,4.7,924,515,4,39
F2-86,F2,136.7,71,7.1,775,517,27,28
F1-59,F1,17.4,44,4.4,515,522,25,14
F2-87,F2,100.7,140,14.0,886,530,33,67
F1-60,F1,53.0,34,3.4,976,532,18,16
FV-34,FV,90.6,45,4.5,574,538,3,45
F2-89,F2,155.5,33,3.3,631,542,24,15
F1-61,F1,83.4,105,10.5,726,542,25,57
F2-90,F2,120.0,51,5.1,863,544,23,38
F2-91,F2,130.1,110,11.0,618,548,42,50
F2-92,F2,135.1,116,11.6,742,548,43,47
F2-93,F2,119.7,67,6.7,682,550,25,42
F1-65,F1,32.2,320,32.0,573,572,70,68
F1-66,F1,51.6,157,15.7,88,574,74,70
F1-67,F1,58.3,59,5.9,176,579,30,23
F2-95,F2,124.5,100,10.0,834,578,31,30
FV-36,FV,94.9,227,22.7,875,590,39,61
F1-68,F1,68.7,225,22.5,781,592,56,56
F2-97,F2,145.9,83,8.3,190,628,55,32
F2-98,F2,159.3,37,3.7,515,628,29,12
F1-69,F1,29.5,47,4.7,825,630,26,18
F1-70,F1,79.8,57,5.7,565,656,12,48
F1-71,F1,71.8,54,5.4,948,664,22,30
F1-73,F1,81.1,45,4.5,574,705,10,31
F1-75,F1,39.9,52,5.2,268,723,26,18
F2-103,F2,161.3,31,3.1,151,728,23,10
F1-76,F1,37.7,48,4.8,582,735,25,20
F1-78,F1,78.8,80,8.0,580,750,13,50
F2-106,F2,149.6,80,8.0,93,763,47,35
